BBS;Uniprot_ID;Specie_ID;Specie;Rank_1;Rank_2;Transcrit_ID;Gene_ID;Gene_length;%GC;Nbr_exon;Exon_length;Intron_length;Total_error;Err_Nter;Err_Interne;Err_Cter;Type;Repeats/Low_complexity;UDT;Protein_length;5' UTR;3' UTR
BBS6;F6SUK4_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUT00000044474;ENSMMUG00000031166;20298;38.73;5;1393.2;3333.0;0;0;0;0;Confirmed;0;0;570;True;True
BBS2;F6ZBL6_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUT00000018631;ENSMMUG00000013268;34191;39.4;17;216.1;1907.2;0;0;0;0;Confirmed;0;0;721;True;True
BBS15;F6XYF5_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUT00000005639;ENSMMUG00000003979;488080;37.35;18;122.0;22352.9;2;1;0;1;Unconfirmed;105;0;560;False;False
BBS11;F6ZUB8_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUT00000018383;ENSMMUG00000013107;13683;43.05;2;1860.5;9962.0;0;0;0;0;Confirmed;0;0;648;True;True
BBS16;F7FNJ0_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUT00000028100;ENSMMUG00000019994;250323;40.19;18;203.0;14509.9;0;0;0;0;Confirmed;20;0;712;True;True
BBS21;F7G484_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUT00000023170;ENSMMUG00000016496;19928;38.89;6;104.0;3860.8;0;0;0;0;Confirmed;0;0;207;False;False
BBS7;F6WZU0_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUT00000013719;ENSMMUG00000009819;55136;37.34;19;195.8;2856.4;0;0;0;0;Confirmed;20;0;715;True;True
BBS20;F6VW47_MACMU;MACMU;Macaca mulatta;Opisthokonta;Metazoa;ENSMMUT00000008495;ENSMMUG00000006076;116152;37.52;13;85.4;7012.6;0;0;0;0;Confirmed;224;0;600;False;False
BBS13;A0A096P4T0_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000002170;ENSPANG00000022273;13763;48.11;18;91.7;712.5;0;0;0;0;Confirmed;0;0;559;True;False
BBS3;A0A096MTK8_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000023104;ENSPANG00000007238;35279;35.19;8;149.1;4869.4;0;0;0;0;Confirmed;50;50;186;True;False
BBS7;A0A096N3B0_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000021985;ENSPANG00000005724;50094;37.16;17;105.0;3019.3;2;0;2;0;Unconfirmed;100;100;720;False;True
BBS15;A0A096MVJ7_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000013172;ENSPANG00000019775;479116;37.41;15;180.6;23843.8;2;1;0;1;Unconfirmed;561;561;567;False;False
BBS17;A0A096MNW8_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000005763;ENSPANG00000012919;89754;42.13;8;102.8;12418.6;1;1;0;0;Unconfirmed;0;0;307;True;False
BBS21;A0A096NEP7_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000002720;ENSPANG00000004422;21073;36.88;6;104.0;4089.8;0;0;0;0;Confirmed;50;50;207;True;False
BBS11;A0A096NE45_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000025231;ENSPANG00000021111;1962;54.33;1;1962.0;0;0;0;0;0;Confirmed;0;0;648;False;False
BBS5;A0A096NZB9_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000010234;ENSPANG00000010872;27657;38.71;12;85.5;2421.0;0;0;0;0;Confirmed;25;25;341;True;True
BBS2;A0A096NII1_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000009763;ENSPANG00000024569;32719;39.31;17;127.4;1909.6;0;0;0;0;Confirmed;0;0;721;False;False
BBS4;A0A096NMN0_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000003805;ENSPANG00000016160;58072;40.7;16;97.5;3767.5;0;0;0;0;Confirmed;0;0;519;False;False
BBS9;A0A096N1F4_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000005879;ENSPANG00000019777;473065;37.18;21;126.1;23520.8;1;0;1;0;Unconfirmed;3401;3401;826;True;False
BBS16;A0A096NA64_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000019698;ENSPANG00000010168;247196;40.2;18;118.8;14415.1;1;0;0;1;Unconfirmed;1;0;752;False;False
BBS10;A0A096MWX4_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000025906;ENSPANG00000026355;2542;40.09;2;1081.5;379.0;0;0;0;0;Confirmed;0;0;718;False;False
BBS8;A0A096N6U1_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000023627;ENSPANG00000026007;54198;36.8;14;124.4;4020.3;1;0;1;0;Unconfirmed;0;0;515;True;False
BBS20;A0A096P1E7_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000025977;ENSPANG00000025276;111964;37.41;17;99.4;6892.2;1;1;0;0;Unconfirmed;954;954;435;False;True
BBS1;A0A096MMY7_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000001420;ENSPANG00000000275;25593;49.87;17;104.1;1427.4;0;0;0;0;Confirmed;0;0;594;False;False
BBS6;A0A096NVI3_PAPAN;PAPAN;Papio anubis;Opisthokonta;Metazoa;ENSPANT00000017617;ENSPANG00000004886;20383;37.03;5;1398.0;3348.2;0;0;0;0;Confirmed;0;0;570;True;True
BBS4;F6Q1R3_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000035592;ENSCJAG00000018181;46123;40.19;16;305.2;2749.3;0;0;0;0;Confirmed;0;0;519;True;True
BBS21;F7I023_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000081757;ENSCJAG00000047965;22814;36.65;6;104.0;4438.0;0;0;0;0;Confirmed;0;0;207;False;True
BBS13;H9KX96_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000033577;ENSCJAG00000017254;17366;47.18;15;91.4;759.7;1;0;0;1;Unconfirmed;0;0;305;False;False
BBS9;F7C4T0_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000017469;ENSCJAG00000009008;447606;38.48;22;197.7;21107.5;0;0;0;0;Confirmed;2800;2800;887;True;True
BBS3;F6VLT6_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000060562;ENSCJAG00000008542;40749;36.94;7;84.0;6693.5;0;0;0;0;Confirmed;100;100;186;True;False
BBS10;F6YBY1_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000002027;ENSCJAG00000001113;2558;36.73;2;1086.0;386.0;0;0;0;0;Confirmed;0;0;723;True;True
BBS7;F7HY94_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000005770;ENSCJAG00000003015;46870;35.92;19;113.1;2468.4;0;0;0;0;Confirmed;0;0;715;True;True
BBS19;F7AEK0_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000027126;ENSCJAG00000013961;18774;50.61;7;80.1;3035.5;0;0;0;0;Confirmed;0;0;181;False;True
BBS15;F6W3E7_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000013812;ENSCJAG00000007061;540923;37.34;16;143.1;26050.9;2;1;0;1;Unconfirmed;1800;1800;587;True;True
BBS16;F7I0U0_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000033316;ENSCJAG00000017112;241399;40.6;18;133.3;14058.8;0;0;0;0;Confirmed;0;0;713;True;True
BBS2;F7IFY6_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000024648;ENSCJAG00000012681;38425;39.98;17;192.5;2197.0;0;0;0;0;Confirmed;0;0;721;True;True
BBS6;F7HEV6_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000041991;ENSCJAG00000021355;18747;36.69;6;406.2;3262.0;0;0;0;0;Confirmed;0;0;570;True;True
BBS12;F7C208_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000005260;ENSCJAG00000002751;2133;39.33;1;2133.0;0;0;0;0;0;Confirmed;0;0;708;False;False
BBS18;F6V3X0_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000056046;ENSCJAG00000039274;20633;37.35;2;102.0;17537.0;0;0;0;0;Confirmed;0;0;69;True;False
BBS20;F6ZUJ5_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000035977;ENSCJAG00000018308;109655;37.66;20;119.3;5645.7;0;0;0;0;Confirmed;200;200;600;True;True
BBS1;F7IDY9_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000002736;ENSCJAG00000032439;18078;50.19;17;104.8;1018.5;0;0;0;0;Confirmed;0;0;593;True;True
BBS8;F7FJH7_CALJA;CALJA;Callithrix jacchus;Opisthokonta;Metazoa;ENSCJAT00000034223;ENSCJAG00000017543;55092;37.13;13;110.3;4358.4;1;0;1;0;Unconfirmed;200;200;531;True;True
BBS4;H0WJQ5_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000001953;ENSOGAG00000001950;35763;41.3;16;98.1;2279.6;1;1;0;0;Unconfirmed;1313;1313;522;False;False
BBS9;H0WSU7_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000005788;ENSOGAG00000005786;244686;35.25;16;130.1;16173.6;2;1;0;1;Unconfirmed;2538;2538;694;False;False
BBS12;H0WG94_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000000360;ENSOGAG00000000359;2121;39.32;2;1036.5;48.0;1;0;1;0;Unconfirmed;0;0;690;False;False
BBS21;H0WVV6_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000007225;ENSOGAG00000007222;24882;37.15;6;103.5;4852.2;0;0;0;0;Confirmed;360;360;207;False;False
BBS1;H0XPD1_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000034629;ENSOGAG00000024410;19100;48.84;17;104.8;1082.4;0;0;0;0;Confirmed;1316;1316;593;False;False
BBS7;H0XEP4_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000016124;ENSOGAG00000016115;49258;35.92;19;113.1;2617.2;0;0;0;0;Confirmed;410;410;715;False;False
BBS17;H0X602_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000012025;ENSOGAG00000012023;11853;38.91;9;99.7;1369.5;0;0;0;0;Confirmed;1363;1363;298;False;False
BBS6;H0WRS7_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000005308;ENSOGAG00000005306;8509;39.25;4;432.0;2260.3;0;0;0;0;Confirmed;0;0;575;False;False
BBS8;H0X8S4_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000013290;ENSOGAG00000013285;65815;36.73;14;109.3;4945.0;0;0;0;0;Confirmed;1173;1173;506;True;False
BBS16;H0XFB0_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000016415;ENSOGAG00000016400;150513;36.83;16;124.9;9901.0;1;0;0;1;Unconfirmed;1881;1881;665;False;False
BBS11;H0Y2B1_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000032855;ENSOGAG00000029828;1962;56.12;1;1962.0;0;0;0;0;0;Confirmed;0;0;648;False;False
BBS10;H0XKK6_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000030336;ENSOGAG00000025855;2537;40.28;2;1075.5;386.0;0;0;0;0;Confirmed;0;0;716;False;False
BBS15;H0XTE1_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000025388;ENSOGAG00000026615;375859;36.04;18;123.2;21978.9;1;1;0;0;Unconfirmed;14340;14340;739;False;False
BBS20;H0WTY6_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000006324;ENSOGAG00000006320;102809;34.96;20;93.0;5313.1;0;0;0;0;Confirmed;2329;2329;600;True;False
BBS18;H0XMN1_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000032272;ENSOGAG00000027902;1065;36.34;2;100.5;864.0;0;0;0;0;Confirmed;0;0;67;False;False
BBS13;H0WUW2_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000006784;ENSOGAG00000006781;11803;45.82;18;93.3;595.5;0;0;0;0;Confirmed;0;0;559;False;False
BBS3;H0WGM3_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000000537;ENSOGAG00000000536;20893;32.7;6;93.0;4067.0;0;0;0;0;Confirmed;2287;2287;186;False;False
BBS19;H0WSU0_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000005781;ENSOGAG00000005777;15870;48.79;7;81.6;2549.8;0;0;0;0;Confirmed;0;0;181;True;False
BBS2;H0XC64_OTOGA;OTOGA;Otolemur garnettii;Opisthokonta;Metazoa;ENSOGAT00000014905;ENSOGAG00000014898;27175;39.94;17;121.6;1569.2;1;0;0;1;Unconfirmed;873;873;689;False;False
BBS11;TRI32_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000050850;ENSMUSG00000051675;11253;46.89;2;1597.0;8059.0;0;0;0;0;Confirmed;0;0;650;True;True
BBS2;BBS2_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000034206;ENSMUSG00000031755;30975;44.77;17;180.2;1744.4;0;0;0;0;Confirmed;0;0;721;True;True
BBS19;IFT27_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000016781;ENSMUSG00000016637;14645;54.03;7;144.7;2272.0;0;0;0;0;Confirmed;0;0;181;True;True
BBS13;MKS1_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000038196;ENSMUSG00000034121;10589;50.33;18;138.8;475.9;0;0;0;0;Confirmed;0;0;561;True;True
BBS20;IFT74_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000030311;ENSMUSG00000028576;78739;37.45;20;107.0;4031.6;0;0;0;0;Confirmed;0;0;600;True;True
BBS21;CH037_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000080517;ENSMUSG00000059482;24928;42.6;6;352.7;4561.6;0;0;0;0;Confirmed;0;0;209;True;True
BBS4;BBS4_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000026265;ENSMUSG00000025235;31519;42.43;16;157.4;1933.4;0;0;0;0;Confirmed;0;0;520;True;True
BBS9;PTHB1_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000039798;ENSMUSG00000035919;412566;42.2;22;153.7;19485.0;0;0;0;0;Confirmed;0;0;885;True;True
BBS8;TTC8_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000079146;ENSMUSG00000021013;62665;43.03;15;151.3;4311.2;1;0;1;0;Unconfirmed;0;0;515;True;True
BBS15;FRITZ_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000020568;ENSMUSG00000020319;326755;39.24;18;155.1;19056.6;1;0;1;0;Unconfirmed;0;0;722;True;True
BBS6;MKKS_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000028730;ENSMUSG00000027274;17610;39.75;6;489.2;2933.6;0;0;0;0;Confirmed;0;0;570;True;True
BBS12;BBS12_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000057975;ENSMUSG00000051444;8900;39.29;2;1216.5;6464.0;0;0;0;0;Confirmed;0;0;708;True;True
BBS1;Q3V3N7_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000053506;ENSMUSG00000006464;19751;49.04;17;329.5;884.3;0;0;0;0;Confirmed;0;0;593;True;True
BBS7;BBS7_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000040148;ENSMUSG00000037325;40336;40.25;19;136.8;2091.6;0;0;0;0;Confirmed;0;0;715;True;True
BBS17;LZTL1_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000026274;ENSMUSG00000025245;23282;37.73;10;407.0;1838.2;0;0;0;0;Confirmed;0;0;299;True;True
BBS5;BBS5_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000074963;ENSMUSG00000063145;20401;43.59;12;122.3;1717.8;0;0;0;0;Confirmed;0;0;341;True;True
BBS18;J3QMK2_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000135402;ENSMUSG00000084957;14767;40.18;4;510.8;4241.3;0;0;0;0;Confirmed;0;0;67;True;True
BBS16;SDCG8_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000027785;ENSMUSG00000026504;205778;42.66;18;154.2;11941.3;0;0;0;0;Confirmed;0;0;717;True;True
BBS10;BBS10_MOUSE;MOUSE;Mus musculus;Opisthokonta;Metazoa;ENSMUST00000040454;ENSMUSG00000035759;3049;44.97;2;1372.0;305.0;1;0;1;0;Unconfirmed;0;0;713;True;True
BBS8;B1WBT5_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000082856;ENSRNOG00000004542;54206;43.33;14;163.9;3991.2;0;0;0;0;Confirmed;0;0;505;True;True
BBS3;B1WC73_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000002293;ENSRNOG00000001689;26126;38.3;8;231.6;3467.6;0;0;0;0;Confirmed;0;0;186;True;True
BBS11;Q66H79_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000013675;ENSRNOG00000010303;10852;45.51;2;1582.0;7688.0;0;0;0;0;Confirmed;0;0;650;True;True
BBS20;Q5XIR2_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000011336;ENSRNOG00000008075;89566;38.09;20;105.4;4603.1;0;0;0;0;Confirmed;0;0;600;True;True
BBS7;Q66H90_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000021453;ENSRNOG00000015816;39783;40.3;20;144.4;1941.8;0;0;0;0;Confirmed;0;0;715;True;True
BBS2;BBS2_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000026076;ENSRNOG00000019020;35475;44.57;17;151.4;2056.4;0;0;0;0;Confirmed;2;2;721;True;True
BBS10;B1H296_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000039096;ENSRNOG00000026913;3035;45.54;2;1339.0;357.0;1;0;1;0;Unconfirmed;0;0;713;True;True
BBS18;A0A0G2JT03_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000074341;ENSRNOG00000047019;874;43.71;2;100.5;673.0;0;0;0;0;Confirmed;0;0;67;False;False
BBS1;D4A4U2_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000026915;ENSRNOG00000019832;18352;48.64;17;245.1;886.6;0;0;0;0;Confirmed;0;0;594;True;True
BBS16;A0A0G2JUD0_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000077995;ENSRNOG00000004181;223956;43.34;18;135.4;13030.5;0;0;0;0;Confirmed;21;20;722;True;True
BBS21;CH037_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000037547;ENSRNOG00000026672;19293;42.3;6;336.2;3455.2;0;0;0;0;Confirmed;0;0;210;True;True
BBS9;F1M285_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000020481;ENSRNOG00000015189;581916;44.47;17;152.5;18751.6;3;1;1;1;Unconfirmed;71931;71925;724;True;True
BBS4;D4A8B1_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000031262;ENSRNOG00000026171;33005;43.16;16;156.9;2033.0;0;0;0;0;Confirmed;0;0;520;True;True
BBS6;Q5XI30_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000009540;ENSRNOG00000006705;18266;39.47;6;494.7;3059.6;0;0;0;0;Confirmed;0;0;570;True;True
BBS5;B2RZ48_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000009396;ENSRNOG00000007127;21022;43.35;12;114.0;1786.7;0;0;0;0;Confirmed;0;0;341;True;True
BBS17;LZTL1_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000008255;ENSRNOG00000006244;15253;39.3;10;137.3;1535.4;0;0;0;0;Confirmed;0;0;299;True;True
BBS19;B4F765_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000008450;ENSRNOG00000006440;16327;54.3;7;145.9;2551.0;0;0;0;0;Confirmed;0;0;181;True;True
BBS12;D3ZYF7_RAT;RAT;Rattus norvegicus;Opisthokonta;Metazoa;ENSRNOT00000009898;ENSRNOG00000007510;2514;42.64;1;2514.0;0;0;0;0;0;Confirmed;0;0;706;True;True
BBS16;H0VTI3_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000015655;ENSCPOG00000015503;194283;39.32;18;166.0;11252.6;1;0;0;1;Unconfirmed;662;662;664;False;False
BBS7;H0UVR3_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000001243;ENSCPOG00000001229;42634;36.5;20;133.3;2103.6;0;0;0;0;Confirmed;0;0;715;False;False
BBS19;H0VYD3_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000025921;ENSCPOG00000021807;14908;54.27;5;84.0;3622.0;1;1;0;0;Unconfirmed;3304;3304;123;False;False
BBS20;H0VMP6_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000013106;ENSCPOG00000012980;103925;35.8;18;97.7;6009.8;1;0;1;0;Unconfirmed;1045;1045;598;False;False
BBS3;H0V587_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000005401;ENSCPOG00000005344;20924;32.01;7;191.1;3264.3;0;0;0;0;Confirmed;150;150;186;False;False
BBS5;H0V4D2_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000005019;ENSCPOG00000004965;23910;40.8;11;87.5;2238.5;0;0;0;0;Confirmed;0;0;341;False;False
BBS9;H0UV24_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000000941;ENSCPOG00000000935;385210;38.35;22;128.9;17908.7;0;0;0;0;Confirmed;344;344;870;False;False
BBS4;H0V4N5_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000005153;ENSCPOG00000005098;19589;47.65;15;113.6;1277.5;1;1;0;0;Unconfirmed;0;0;493;False;False
BBS17;H0VBK0_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000008175;ENSCPOG00000008100;13123;50.4;10;148.2;1293.4;0;0;0;0;Confirmed;0;0;299;False;False
BBS8;H0UUH7_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000000702;ENSCPOG00000000697;51102;36.2;15;103.2;3502.4;1;0;1;0;Unconfirmed;0;0;515;False;False
BBS1;H0WCG0_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000020117;ENSCPOG00000022395;17861;48.71;17;239.2;862.2;0;0;0;0;Confirmed;0;0;593;False;False
BBS13;H0UU32_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000000512;ENSCPOG00000000507;12569;46.23;18;111.9;620.9;0;0;0;0;Confirmed;0;0;558;False;False
BBS2;H0V1I4_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000003752;ENSCPOG00000003708;29302;39.46;17;156.4;1665.2;0;0;0;0;Confirmed;0;0;721;False;False
BBS12;H0W8L4_CAVPO;CAVPO;Cavia porcellus;Opisthokonta;Metazoa;ENSCPOT00000005598;ENSCPOG00000005539;2115;44.02;1;2115.0;0;0;0;0;0;Confirmed;0;0;706;False;False
BBS1;G5BWY4_HETGA;HETGA;Heterocephalus glaber;Opisthokonta;Metazoa;ENSHGLT00100009551;ENSHGLG00100007000;18848;48.15;17;202.4;963.0;0;0;0;0;Confirmed;972;972;593;True;True
BBS12;G5C795_HETGA;HETGA;Heterocephalus glaber;Opisthokonta;Metazoa;ENSHGLT00100027863;ENSHGLG00100020506;2127;41.89;1;2127.0;0;0;0;0;0;Confirmed;0;0;708;False;False
BBS5;G5C8Q6_HETGA;HETGA;Heterocephalus glaber;Opisthokonta;Metazoa;ENSHGLT00000010151;ENSHGLG00000007203;16856;39.39;12;118.4;1403.2;0;0;0;0;Confirmed;0;0;341;True;True
BBS6;I3MME5_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOT00000014171;ENSSTOG00000014171;26213;35.6;6;583.8;4542.0;0;0;0;0;Confirmed;0;0;570;True;False
BBS13;I3MEL8_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOT00000009991;ENSSTOG00000009991;13670;45.51;18;259.1;529.8;0;0;0;0;Confirmed;100;100;557;True;False
BBS7;I3MZR6_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOT00000020270;ENSSTOG00000026947;36342;40.73;18;179.3;1947.9;2;1;0;1;Unconfirmed;6261;6261;445;True;True
BBS11;I3MVI4_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOT00000020197;ENSSTOG00000020349;13164;41.89;2;988.5;237.0;0;0;0;0;Confirmed;121;121;648;True;True
BBS4;I3MIT5_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOT00000012250;ENSSTOG00000012246;58377;36.37;17;109.3;3407.6;1;0;0;1;Unconfirmed;3753;3753;503;True;False
BBS1;I3NHG2_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOT00000027207;ENSSTOG00000022467;17152;47.54;17;227.6;830.2;0;0;0;0;Confirmed;0;0;594;False;False
BBS2;I3M6W3_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOT00000005893;ENSSTOG00000005878;25388;39.79;17;204.4;1369.6;0;0;0;0;Confirmed;0;0;721;False;False
BBS8;I3MKN1_ICTTR;ICTTR;Ictidomys tridecemlineatus;Opisthokonta;Metazoa;ENSSTOT00000013257;ENSSTOG00000013253;48532;35.42;14;169.4;3550.8;1;1;0;0;Unconfirmed;0;0;350;True;True
